City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Beira,MZ,-19.8436,34.8389,77.09,94,0,5.01,clear sky
346,Nishihara,JP,26.1842,127.7558,70.88,92,100,4.61,mist
347,Havoysund,NO,70.9963,24.6622,16.68,85,59,9.37,broken clouds
348,Houma,US,29.5958,-90.7195,71.6,92,75,6.91,mist
349,Havre,FR,49.5833,0.3333,47.44,87,100,8.05,overcast clouds
350,Saldanha,ZA,-33.0117,17.9442,66.25,89,52,7.65,broken clouds
351,Shimoda,JP,34.6667,138.95,48.56,56,51,23.35,broken clouds
352,Huarmey,PE,-10.0681,-78.1522,72.48,78,67,11.63,broken clouds
353,Port Hardy,CA,50.6996,-127.4199,37.58,93,100,13.8,light rain
354,Doka,SD,13.5167,35.7667,78.13,32,48,13.96,scattered clouds
355,Santa Rosa,PH,14.3122,121.1114,80.1,73,82,10.38,broken clouds
356,Lucknow,IN,26.85,80.9167,51.78,93,40,6.91,fog
357,Teya,RU,60.3778,92.6267,14.0,94,100,5.7,overcast clouds
358,Kitim,JO,32.4383,35.8956,51.26,52,64,11.25,broken clouds
359,Bull Savanna,JM,17.8868,-77.5902,73.72,82,5,9.35,clear sky
360,Sitamau,IN,24.0167,75.35,61.56,47,1,13.58,clear sky
361,Sioux Lookout,CA,50.1001,-91.917,-9.02,70,20,6.91,few clouds
362,Menongue,AO,-14.6585,17.691,66.72,63,67,4.14,broken clouds
363,Rawson,AR,-43.3002,-65.1023,69.73,49,99,10.94,overcast clouds
364,Klaksvik,FO,62.2266,-6.589,40.12,70,100,14.72,overcast clouds
365,Margate,GB,51.3813,1.3862,47.75,88,100,3.0,overcast clouds
366,Awjilah,LY,29.1081,21.2869,51.67,60,44,19.86,scattered clouds
367,Atar,MR,20.5169,-13.0499,72.7,20,0,8.41,clear sky
368,Guanica,PR,17.9716,-66.908,79.21,81,12,8.01,few clouds
369,Kupang,ID,-10.1667,123.5833,80.56,80,89,11.07,overcast clouds
370,Hamilton,US,39.1834,-84.5333,44.94,96,90,4.0,moderate rain
371,Quatre Cocos,MU,-20.2078,57.7625,80.71,92,100,29.17,moderate rain
372,Tarakan,ID,3.3,117.6333,76.5,94,20,3.44,few clouds
373,Thayetmyo,MM,19.3167,95.1833,59.81,71,7,4.05,clear sky
374,Merauke,ID,-8.4667,140.3333,81.3,69,100,7.36,overcast clouds
375,Pombas,CV,17.1503,-25.0201,69.58,81,2,12.08,clear sky
376,Cockburn Town,TC,21.4612,-71.1419,73.36,83,75,13.8,broken clouds
377,Xai-Xai,MZ,-25.0519,33.6442,72.84,88,11,6.93,few clouds
378,Voznesenye,RU,61.0106,35.4781,2.07,99,98,4.61,overcast clouds
379,Novyy Urengoy,RU,66.0833,76.6333,-12.37,99,89,11.54,overcast clouds
380,Guerrero Negro,MX,27.9769,-114.0611,64.81,36,2,14.09,clear sky
381,Fort Payne,US,34.4442,-85.7197,52.32,91,100,7.0,light rain
382,Ulvik,NO,60.5672,6.9187,35.2,97,100,1.23,light snow
383,Chumikan,RU,54.7183,135.315,-12.12,87,32,12.46,scattered clouds
384,Van,TR,38.4924,43.3831,22.35,80,75,0.0,broken clouds
385,Prachuap Khiri Khan,TH,12.2167,99.75,70.11,93,21,2.15,few clouds
386,Langsa,ID,4.4683,97.9683,72.99,97,36,2.77,scattered clouds
387,Piterka,RU,50.6803,47.4454,33.58,97,100,18.39,light snow
388,Banda Aceh,ID,5.5577,95.3222,77.22,86,29,7.74,scattered clouds
389,Port Shepstone,ZA,-30.7414,30.455,76.55,91,94,15.93,overcast clouds
390,Porto Novo,BJ,6.4965,2.6036,80.42,79,2,5.68,clear sky
391,Axim,GH,4.8699,-2.2405,79.56,84,31,7.92,scattered clouds
392,Inongo,CD,-1.95,18.2667,74.21,78,100,1.97,overcast clouds
393,Sawtell,AU,-30.3833,153.1,71.92,94,100,16.11,light rain
394,Baykit,RU,61.67,96.37,1.87,99,100,1.97,overcast clouds
395,Ucluelet,CA,48.9329,-125.5528,42.1,90,100,5.91,overcast clouds
396,Katsuura,JP,35.1333,140.3,45.19,48,69,6.73,broken clouds
397,Najran,SA,17.4924,44.1277,56.05,43,8,2.59,clear sky
398,Chaumont,FR,48.1167,5.1333,44.89,92,100,5.64,overcast clouds
399,Itaguai,BR,-22.8522,-43.7753,78.58,100,90,3.44,light rain
400,Lewiston,US,44.1003,-70.2148,40.23,90,100,8.05,overcast clouds
401,High Level,CA,58.5169,-117.136,-11.09,77,40,2.3,scattered clouds
402,Vao,NC,-22.6667,167.4833,78.06,73,100,12.26,overcast clouds
403,Jensen Beach,US,27.2545,-80.2298,73.45,68,20,7.0,few clouds
404,Podgornoye,RU,51.735,39.1496,26.82,93,100,2.24,light snow
405,Plettenberg Bay,ZA,-34.0527,23.3716,69.93,87,100,5.44,overcast clouds
406,Ardakan,IR,32.31,54.0175,43.18,40,0,5.77,clear sky
407,Zhezkazgan,KZ,47.8043,67.7144,0.93,91,9,5.73,clear sky
408,Puerto Madryn,AR,-42.7692,-65.0385,78.96,31,76,8.63,broken clouds
409,Christchurch,NZ,-43.5333,172.6333,84.4,48,100,4.61,light rain
410,Erenhot,CN,43.6475,111.9767,-4.0,95,6,4.12,clear sky
411,Manta,EC,-0.95,-80.7333,80.38,74,75,2.3,broken clouds
412,Nalut,LY,30.3333,10.85,44.51,53,5,9.84,clear sky
413,Birjand,IR,32.8663,59.2211,30.67,74,0,4.61,clear sky
414,Panama City,PA,8.9936,-79.5197,85.95,69,40,9.22,scattered clouds
415,Orotukan,RU,62.2667,151.7,-13.47,99,100,1.88,overcast clouds
416,Black River,JM,18.0264,-77.8487,80.6,79,7,5.93,clear sky
417,Eenhana,NA,-17.4667,16.3333,72.09,38,50,9.01,scattered clouds
418,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.94,90,42,3.13,scattered clouds
419,San Policarpo,PH,12.1791,125.5072,79.59,83,80,16.11,broken clouds
420,Nicoya,CR,10.1483,-85.452,83.75,68,14,2.77,few clouds
421,Teknaf,BD,20.8624,92.3058,59.04,71,4,4.36,clear sky
422,Mangalia,RO,43.8,28.5833,36.88,79,100,7.07,overcast clouds
423,Yurimaguas,PE,-5.9,-76.0833,82.09,56,88,3.85,overcast clouds
424,Nijar,ES,36.9665,-2.206,49.64,82,0,2.3,clear sky
425,Sinnamary,GF,5.3833,-52.95,78.28,83,73,11.48,broken clouds
426,Riyadh,SA,24.6877,46.7219,51.94,38,0,5.03,clear sky
427,Moa,CU,20.6569,-74.9403,74.19,86,65,11.34,broken clouds
428,Russell,US,32.3502,-85.1999,69.4,55,75,10.36,broken clouds
429,Ekpoma,NG,6.7421,6.139,68.41,79,30,3.27,scattered clouds
430,Mackenzie,CA,55.2999,-123.1698,5.22,78,100,2.3,overcast clouds
431,Niquelandia,BR,-14.4739,-48.4597,72.25,87,45,1.28,scattered clouds
432,Tazovskiy,RU,67.4667,78.7,-15.2,99,92,9.17,overcast clouds
433,Laguna,US,38.421,-121.4238,62.91,28,0,8.99,clear sky
434,Kaeo,NZ,-35.1,173.7833,74.32,84,99,11.59,overcast clouds
435,Kabalo,CD,-6.05,26.9167,68.88,95,100,2.01,overcast clouds
436,Dukat,RU,62.55,155.55,-14.78,100,100,5.08,overcast clouds
437,Namibe,AO,-15.1961,12.1522,72.07,72,93,9.6,overcast clouds
438,Luanda,AO,-8.8368,13.2343,75.2,83,40,5.75,scattered clouds
439,Pringsewu,ID,-5.3582,104.9744,74.3,92,66,1.07,broken clouds
440,Zeya,RU,53.75,127.2667,-8.41,82,55,4.9,broken clouds
441,Kastamonu,TR,41.5,33.6667,33.19,91,100,1.32,light snow
442,Palmas,BR,-10.2128,-48.3603,75.07,94,75,3.44,thunderstorm
443,Sant Julia De Loria,AD,42.4625,1.4825,48.33,31,1,6.58,clear sky
444,Okhotsk,RU,59.3833,143.3,7.97,76,100,15.03,overcast clouds
445,Tolaga Bay,NZ,-38.3667,178.3,77.23,53,100,15.05,overcast clouds
446,Cairns,AU,-16.9167,145.7667,89.11,73,100,1.14,overcast clouds
447,Eureka,US,40.8021,-124.1637,57.67,76,43,10.0,scattered clouds
448,Wick,GB,58.4333,-3.0833,48.25,87,20,6.91,light rain
449,Muroto,JP,33.2833,134.15,42.84,67,100,8.03,moderate rain
450,Ilulissat,GL,69.2167,-51.1,-0.38,50,90,25.32,mist
451,Tautira,PF,-17.7333,-149.15,89.62,77,16,19.53,few clouds
452,Scottsbluff,US,41.8666,-103.6672,9.79,79,100,5.01,overcast clouds
453,Kismayo,SO,-0.3582,42.5454,78.42,87,99,13.49,overcast clouds
454,Barcelos,PT,41.5388,-8.6151,50.85,79,84,4.09,broken clouds
455,Baglung,NP,28.2719,83.5898,48.54,84,95,2.35,overcast clouds
456,Narsaq,GL,60.9167,-46.05,3.42,62,71,9.78,broken clouds
457,Deniliquin,AU,-35.5333,144.9667,64.99,37,0,16.4,clear sky
458,Naryan-Mar,RU,67.6713,53.087,7.54,96,100,6.4,overcast clouds
459,Kaura Namoda,NG,12.5898,6.5779,64.42,11,50,9.57,scattered clouds
460,Manokwari,ID,-0.8667,134.0833,79.79,75,91,1.01,overcast clouds
461,Torbay,CA,47.6666,-52.7314,23.58,86,0,12.66,clear sky
462,Karratha,AU,-20.7377,116.8463,83.59,67,99,2.91,overcast clouds
463,Thibodaux,US,29.7958,-90.8229,72.01,91,100,7.0,overcast clouds
464,Mari-Turek,RU,56.7895,49.6235,12.43,99,100,4.18,overcast clouds
465,Yaan,NG,7.3833,8.5667,80.58,15,10,4.0,clear sky
466,Evensk,RU,61.95,159.2333,20.26,42,100,19.93,overcast clouds
467,Angol,CL,-37.8,-72.7167,70.52,59,24,4.23,few clouds
468,Mugumu,TZ,-1.85,34.7,58.93,94,93,4.16,overcast clouds
469,Redwater,US,33.3582,-94.2544,52.09,84,100,6.67,overcast clouds
470,Kamnik,SI,46.2259,14.6121,40.06,61,20,5.75,few clouds
471,Shuangyang,CN,43.5242,125.6736,-4.04,81,12,4.29,few clouds
472,Aripuana,BR,-9.1667,-60.6333,73.53,97,94,1.16,overcast clouds
473,Ordynskoye,RU,54.3656,81.8994,7.77,99,100,1.9,overcast clouds
474,Phan Thiet,VN,10.9333,108.1,74.07,77,7,6.42,clear sky
475,Porto Belo,BR,-27.1578,-48.5531,80.58,86,2,10.0,clear sky
476,Lake Havasu City,US,34.4839,-114.3224,55.4,11,0,17.0,clear sky
477,Hami,CN,42.8,93.45,21.31,36,16,3.38,few clouds
478,Burnie,AU,-41.0667,145.9167,60.94,51,25,10.74,scattered clouds
479,Abu Samrah,SY,35.3029,37.1841,48.33,54,94,11.5,overcast clouds
480,Atherton,GB,53.5237,-2.4935,49.28,86,100,1.99,overcast clouds
481,Ossora,RU,59.2353,163.0719,13.75,69,100,11.56,overcast clouds
482,Morehead,US,37.2711,-87.1764,44.15,96,100,4.0,drizzle
483,Roebourne,AU,-20.7833,117.1333,85.01,65,49,10.31,scattered clouds
484,Kabompo,ZM,-13.5927,24.2008,64.81,95,100,2.28,light rain
485,Eyl,SO,7.9803,49.8164,72.84,78,5,13.09,clear sky
486,Broken Hill,AU,-31.95,141.4333,62.31,48,0,23.02,clear sky
487,Bushehr,IR,28.9684,50.8385,57.29,77,0,9.22,clear sky
488,Onega,RU,63.9061,38.1404,6.51,97,93,2.39,overcast clouds
489,Viedma,AR,-40.8135,-62.9967,73.15,47,14,7.4,few clouds
490,Mwene-Ditu,CD,-7.0,23.45,65.62,97,100,2.19,overcast clouds
491,Westport,US,41.1415,-73.3579,41.76,93,100,1.99,overcast clouds
492,Izumo,JP,35.3667,132.7667,40.95,65,75,8.05,broken clouds
493,La Tuque,CA,47.4334,-72.7824,32.25,86,100,3.44,snow
494,Gamba,GA,-2.65,10.0,76.95,87,100,4.59,light rain
495,Sarankhola,BD,22.3082,89.7897,62.67,92,0,2.08,clear sky
496,Ituporanga,BR,-27.4144,-49.6025,70.75,94,8,4.52,clear sky
497,Vila,PT,42.0304,-8.1588,41.88,79,97,3.94,overcast clouds
498,Niort,FR,46.3333,-0.3333,45.59,89,48,1.01,scattered clouds
499,Cubulco,GT,15.1333,-90.5833,76.24,57,3,1.1,clear sky
500,Kalmunai,LK,7.4167,81.8167,75.25,73,83,3.69,broken clouds
501,Dakoro,NE,14.5106,6.765,61.03,12,5,11.68,clear sky
502,Jennings,US,38.7192,-90.2604,20.8,89,90,1.01,light snow
503,Arcata,US,40.8665,-124.0828,56.68,74,0,3.0,clear sky
504,Labuhan,ID,-6.8844,112.2051,78.64,84,97,1.39,overcast clouds
505,Maniitsoq,GL,65.4167,-52.9,6.22,66,100,19.24,overcast clouds
506,Srandakan,ID,-7.9386,110.2506,63.73,80,86,4.21,overcast clouds
507,San Carlos De Bariloche,AR,-41.1456,-71.3082,73.15,35,40,14.97,scattered clouds
508,Bagn,NO,60.8225,9.5521,10.74,97,74,4.94,broken clouds
509,Hoa Binh,VN,20.8133,105.3383,53.49,73,100,1.9,overcast clouds
510,Avera,US,33.194,-82.5271,64.27,79,96,5.75,overcast clouds
511,Xicotencatl,MX,23.0167,-98.8833,86.47,37,0,8.3,clear sky
512,Verkhoyansk,RU,67.5447,133.385,-35.12,100,80,1.03,broken clouds
513,Locri,IT,38.2414,16.2623,56.95,76,0,11.48,clear sky
514,Svetlogorsk,BY,52.6333,29.7333,29.5,98,100,6.53,light snow
515,Conway,US,35.0887,-92.4421,39.31,88,90,1.01,overcast clouds
516,Santana Do Livramento,BR,-30.8908,-55.5328,85.23,32,68,8.99,broken clouds
517,Shache,CN,38.4167,77.2406,28.0,44,100,1.54,overcast clouds
518,Liuli,TZ,-11.0833,34.6333,75.36,80,91,0.67,light rain
519,Marzuq,YE,14.4,46.4667,61.21,44,55,3.87,broken clouds
520,Halifax,CA,44.6453,-63.5724,35.6,88,70,3.0,broken clouds
521,Gbarnga,LR,6.9956,-9.4722,66.31,63,15,0.13,few clouds
522,Faya,SA,18.3851,42.4509,53.71,66,9,1.28,clear sky
523,Thyboron,DK,56.6985,8.2124,42.19,91,100,16.64,overcast clouds
524,Albury,AU,-36.0833,146.9167,64.74,77,0,12.66,clear sky
525,Lalmohan,BD,22.3384,90.7419,67.64,85,0,7.49,clear sky
526,Svetlaya,RU,46.5389,138.3297,9.25,66,13,8.77,few clouds
527,Astara,AZ,38.5,48.6667,39.18,45,5,11.16,clear sky
528,Benxi,CN,41.2886,123.765,-1.88,69,1,1.28,clear sky
529,Wajima,JP,37.4,136.9,36.28,86,40,5.75,scattered clouds
530,Homer,US,59.6425,-151.5483,33.76,82,1,5.75,clear sky
531,Parrita,CR,9.5201,-84.3225,86.61,79,10,2.75,clear sky
532,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,74.12,95,59,2.64,broken clouds
533,Colares,PT,38.7992,-9.4469,56.34,72,99,1.01,overcast clouds
534,Vostok,RU,46.4856,135.8833,-1.43,93,100,4.32,overcast clouds
535,Borogontsy,RU,62.6683,131.1683,-38.99,100,66,0.76,broken clouds
536,Narnaul,IN,28.0444,76.1083,53.6,61,51,15.95,broken clouds
537,Ocos,GT,14.5094,-92.1933,90.1,68,2,6.98,clear sky
538,Maruko,JP,36.3167,138.2667,38.25,62,41,4.59,scattered clouds
539,Sungaipenuh,ID,-2.0833,101.3833,65.14,95,95,3.47,overcast clouds
540,Areosa,PT,41.7178,-8.8571,52.86,77,97,7.31,overcast clouds
541,Pitkyaranta,RU,61.5734,31.4792,-3.51,100,86,4.18,overcast clouds
542,Marsh Harbour,BS,26.5412,-77.0636,70.95,68,17,18.1,few clouds
543,Tshela,CD,-4.9833,12.9333,70.84,98,99,0.65,overcast clouds
544,Mucurapo,TT,10.6667,-61.5333,78.85,77,15,9.48,few clouds
545,Alakurtti,RU,66.9672,30.3491,4.62,96,100,3.85,overcast clouds
546,Asau,RO,46.4333,26.4,24.28,87,89,5.88,overcast clouds
547,Akonolinga,CM,3.7667,12.25,68.58,82,31,2.19,scattered clouds
548,Gorele,TR,41.0308,39.0031,63.84,62,100,10.67,light rain
549,Itarema,BR,-2.9248,-39.9167,79.38,78,52,10.02,broken clouds
550,Kavali,IN,14.9167,79.9833,68.31,79,7,7.11,clear sky
551,Garmsar,IR,35.2182,52.3409,41.05,39,3,1.83,clear sky
552,Eruwa,NG,7.5333,3.4167,73.26,66,3,1.95,clear sky
553,Cloquet,US,46.7216,-92.4594,0.93,58,78,5.75,broken clouds
554,Anadyr,RU,64.75,177.4833,16.3,73,0,35.79,clear sky
555,Kilkenny,IE,52.6542,-7.2522,48.09,89,100,5.01,overcast clouds
556,Caravelas,BR,-17.7125,-39.2481,76.69,90,100,5.28,overcast clouds
557,Dali,CN,25.7,100.1833,33.26,85,4,2.93,clear sky
558,Arman,RU,59.7,150.1667,11.03,80,100,10.38,overcast clouds
559,Fuyang,CN,32.9,115.8167,32.77,69,48,4.09,scattered clouds
560,Yabrud,SY,33.9674,36.6574,35.26,61,61,5.64,broken clouds
561,Ca Mau,VN,9.1769,105.15,78.35,77,98,9.71,overcast clouds
562,Antalaha,MG,-14.9003,50.2788,74.7,82,99,4.18,overcast clouds
563,Gatesville,US,31.4352,-97.7439,40.51,96,100,11.5,moderate rain
564,Pionerskiy,RU,54.9508,20.2275,30.74,68,100,15.79,overcast clouds
565,El Tigre,VE,8.8875,-64.2454,82.71,50,87,12.97,overcast clouds
566,Waverley,ZA,-25.7023,28.2591,72.41,83,0,2.3,clear sky
567,Eidsvoll,NO,60.3305,11.2616,18.12,91,100,1.01,fog
568,Grindavik,IS,63.8424,-22.4338,23.47,93,40,6.91,scattered clouds
569,Parkes,AU,-33.1333,148.1833,70.7,51,0,8.84,clear sky
570,Vaitape,PF,-16.5167,-151.75,81.09,75,24,19.98,few clouds
571,Byron Bay,AU,-28.65,153.6167,77.05,96,100,13.56,overcast clouds
572,Alexandria,EG,31.2156,29.9553,55.36,71,40,3.44,scattered clouds
573,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.7,76,45,9.04,scattered clouds
574,Bermeo,ES,43.4209,-2.7215,49.48,70,8,7.05,clear sky
575,Homestead,US,25.4687,-80.4776,73.99,78,0,5.01,clear sky
576,Carauari,BR,-4.8828,-66.8958,73.15,98,100,2.15,moderate rain
577,Ancud,CL,-41.8697,-73.8203,67.23,85,96,4.81,overcast clouds
578,Mahajanga,MG,-15.7167,46.3167,78.82,94,40,0.0,scattered clouds
579,Inhambane,MZ,-23.865,35.3833,75.63,85,7,4.5,clear sky
580,Flin Flon,CA,54.7682,-101.865,-11.36,53,0,9.22,clear sky
581,Iranshahr,IR,27.2025,60.6848,54.05,44,0,4.34,clear sky
582,Tay Ninh,VN,11.3,106.1,74.97,79,63,0.45,broken clouds
583,Shingu,JP,33.7333,135.9833,44.91,53,98,7.27,moderate rain
584,Khvatovka,RU,52.3524,46.5628,29.91,99,100,8.25,snow
585,Goulburn,AU,-34.75,149.7167,62.58,55,48,6.85,scattered clouds
586,Semey,KZ,50.4111,80.2275,-8.54,97,12,5.14,few clouds
587,Denpasar,ID,-8.65,115.2167,78.46,88,20,5.75,few clouds
588,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,92.16,24,78,4.94,light rain
589,Coutances,FR,49.05,-1.4333,48.15,89,100,6.15,overcast clouds
590,Buchanan,LR,5.8808,-10.0467,79.09,83,28,5.95,scattered clouds
591,Ust-Tsilma,RU,65.441,52.1498,8.46,98,99,2.39,overcast clouds
592,Padang,ID,-0.9492,100.3543,77.05,85,62,3.58,broken clouds
593,Samarai,PG,-10.6167,150.6667,83.35,68,97,6.44,overcast clouds
594,Saint-Augustin,CA,51.226,-58.6502,24.8,91,100,22.88,overcast clouds
595,Kalavad,IN,22.2167,70.3833,66.67,88,3,12.15,clear sky
596,Oltu,TR,40.5498,42.0013,22.96,87,99,7.56,overcast clouds
597,Palmer,US,42.1584,-72.3287,40.68,78,75,0.0,broken clouds
598,Hambantota,LK,6.1241,81.1185,71.8,84,6,8.46,clear sky
599,Auki,SB,-8.7676,160.7034,79.66,86,100,7.49,overcast clouds
600,Acapulco,MX,16.8634,-99.8901,82.22,65,20,10.36,few clouds
601,Vanavara,RU,60.34,102.2797,-9.0,100,96,2.89,overcast clouds
602,Campeche,MX,19.0,-90.5,88.21,36,5,6.46,clear sky
603,Denizli,TR,37.8402,29.0698,50.85,99,100,4.59,light rain
604,Salalah,OM,17.0151,54.0924,77.09,22,0,6.91,clear sky
605,Tiznit,MA,29.5833,-9.5,65.86,26,56,8.46,broken clouds
606,Belle Fourche,US,44.6714,-103.8522,6.31,38,100,5.26,overcast clouds
607,Pahalgam,IN,34.0333,75.3333,26.1,97,100,1.19,snow
608,Porangatu,BR,-13.4408,-49.1486,73.22,89,39,2.13,scattered clouds
609,Ekibastuz,KZ,51.6667,75.3667,8.74,92,100,5.17,overcast clouds
610,Yacuiba,BO,-22.038,-63.6797,82.45,45,83,4.14,broken clouds
611,Vesoul,FR,47.5833,5.8333,45.5,93,97,2.86,overcast clouds
612,Lufilufi,WS,-13.8745,-171.5986,74.98,78,100,15.66,light rain
613,Mzimba,MW,-11.9,33.6,61.84,96,41,4.09,light rain
614,Prince Rupert,CA,54.3161,-130.3201,39.29,100,100,2.3,moderate rain
615,Charlottesville,US,38.0293,-78.4767,47.25,67,65,1.01,broken clouds
616,Korla,CN,41.7597,86.1469,22.21,57,10,6.67,clear sky
617,Lokeren,BE,51.1154,3.963,48.96,56,100,10.27,overcast clouds
618,Saint-Pierre,RE,-21.3393,55.4781,80.28,89,75,27.63,light rain
619,Stabat,ID,3.761,98.4513,75.4,97,59,2.24,broken clouds
620,Grand-Lahou,CI,5.1367,-5.0242,78.85,85,29,6.49,scattered clouds
621,Chontalpa,MX,17.7,-93.5167,76.44,87,0,9.35,clear sky
622,Necochea,AR,-38.5473,-58.7368,79.16,56,100,8.86,light rain
623,Bonavista,CA,48.6499,-53.1147,23.11,71,40,20.2,scattered clouds
624,Pangkalanbuun,ID,-2.6833,111.6167,73.99,96,100,0.81,light rain
625,Eugene,US,44.0521,-123.0867,47.95,89,100,1.99,overcast clouds
626,La Ronge,CA,55.1001,-105.2842,-10.98,58,0,1.14,clear sky
627,Sao Sebastiao Do Paraiso,BR,-20.9169,-46.9914,63.19,95,100,2.06,overcast clouds
628,Dalvik,IS,65.9702,-18.5286,15.73,93,98,4.18,light snow
629,Rosario Do Sul,BR,-30.2583,-54.9142,82.99,32,6,8.59,clear sky
630,Corinto,GR,37.9407,22.9573,45.63,79,90,8.48,overcast clouds
631,Canutama,BR,-6.5339,-64.3831,73.58,99,100,1.77,light rain
632,Mittagong,AU,-34.45,150.45,63.0,56,53,7.34,broken clouds
633,Bayir,TR,37.2687,28.2167,46.92,87,100,17.34,overcast clouds
634,Guinguineo,SN,14.2667,-15.95,80.42,50,0,9.22,clear sky
635,Kribi,CM,2.95,9.9167,80.42,79,55,8.32,broken clouds
636,Oranjemund,NA,-28.55,16.4333,67.44,86,100,4.47,overcast clouds
637,Flinders,AU,-34.5833,150.8552,70.18,68,74,10.0,broken clouds
638,Chanika,TZ,-5.4167,38.0167,66.25,96,100,3.31,overcast clouds
639,Khandbari,NP,27.3747,87.2039,45.99,77,61,2.73,broken clouds
640,Lisakovsk,KZ,52.5369,62.4936,19.36,91,100,8.52,overcast clouds
641,Visby,SE,57.6409,18.296,28.76,64,75,6.91,broken clouds
642,Moerai,PF,-22.4333,-151.3333,80.08,76,92,16.87,overcast clouds
643,Rockport,US,28.0206,-97.0544,73.51,92,75,1.99,mist
644,Hamza,UZ,40.4264,71.4956,37.35,62,100,0.69,overcast clouds
645,Merrill,US,45.1805,-89.6835,12.15,40,0,5.75,clear sky
646,Santa Maria,BR,-29.6842,-53.8069,81.7,61,0,3.44,clear sky
647,Uarini,BR,-2.99,-65.1083,73.35,97,99,2.46,light rain
648,Guilin,CN,25.2819,110.2864,39.31,86,94,5.84,overcast clouds
649,Khandyga,RU,62.6667,135.6,-32.94,98,100,1.72,overcast clouds
650,Ust-Karsk,RU,52.7011,118.8077,-27.33,100,60,1.63,broken clouds
651,Piopio,NZ,-38.4667,175.0167,80.44,40,100,6.69,overcast clouds
652,Yangambi,CD,0.8102,24.4336,73.09,77,96,2.04,overcast clouds
653,George Town,MY,5.4112,100.3354,78.89,93,20,1.99,few clouds
654,Zhangye,CN,38.9342,100.4517,19.53,37,84,1.52,broken clouds
655,Sal Rei,CV,16.1833,-22.9167,72.16,83,0,17.2,clear sky
656,Totness,SR,5.8833,-56.3167,77.54,76,3,10.45,clear sky
657,Conde,BR,-7.2597,-34.9075,81.86,78,20,9.22,few clouds
658,Sisimiut,GL,66.9395,-53.6735,0.88,76,100,20.54,overcast clouds
659,Lubango,AO,-14.9172,13.4925,59.5,53,82,5.41,broken clouds
660,Harper,LR,4.375,-7.7169,79.0,81,88,8.88,overcast clouds
661,Anisoc,GQ,1.8658,10.7689,69.62,98,83,2.04,broken clouds
662,Carlyle,US,38.6103,-89.3726,25.2,89,100,16.6,overcast clouds
663,Nagorsk,RU,59.3172,50.8078,20.41,94,100,7.63,light snow
664,Ekhabi,RU,53.5102,142.9671,2.46,94,100,28.34,snow
665,Solnechnyy,RU,50.7214,136.6319,-1.48,96,96,0.54,overcast clouds
666,Taichung,TW,24.1469,120.6839,64.49,91,75,4.0,light intensity drizzle
667,Trinidad,BO,-14.8333,-64.9,82.38,89,20,2.3,few clouds
668,Rodrigues Alves,BR,-7.738,-72.6509,77.2,78,100,3.27,light rain
669,Krasnyy Chikoy,RU,50.3643,108.7512,-9.74,100,100,1.74,overcast clouds
670,Birecik,TR,37.0294,37.9903,47.41,84,77,8.25,broken clouds
671,Marostica,IT,45.7468,11.6579,48.45,79,0,3.89,clear sky
672,Cayenne,GF,4.9333,-52.3333,80.1,84,100,7.0,overcast clouds
673,Akyab,MM,20.15,92.9,61.54,73,14,6.71,few clouds
674,Hay River,CA,60.8156,-115.7999,-16.64,69,0,5.75,clear sky
675,Encantado,BR,-29.2361,-51.8697,75.49,73,1,1.41,clear sky
676,Praia,CV,14.9215,-23.5087,72.14,73,11,23.02,few clouds
677,Araguari,BR,-18.6472,-48.1872,68.29,91,100,3.71,overcast clouds
678,Marathon,US,44.9,-89.7668,11.73,46,1,8.05,clear sky
679,Tucurui,BR,-3.7661,-49.6725,74.03,94,62,2.86,broken clouds
680,Moussoro,TD,13.6408,16.4901,63.18,13,2,10.11,clear sky
681,Pelym,RU,61.0108,61.9978,8.02,98,92,3.74,overcast clouds
682,Port Pirie,AU,-33.1833,138.0167,66.29,46,0,13.53,clear sky
683,Nyahururu,KE,0.0421,36.3673,51.51,88,100,5.61,overcast clouds
684,Maine-Soroa,NE,13.2114,12.0241,61.72,17,66,10.16,broken clouds
685,Abu Zabad,SD,12.35,29.25,70.59,19,8,9.42,clear sky
686,Sorong,ID,-0.8833,131.25,79.34,81,100,4.47,overcast clouds
687,Kernersville,US,36.1199,-80.0736,49.62,59,100,5.75,overcast clouds
688,Isangel,VU,-19.55,169.2667,86.11,79,75,4.61,broken clouds
689,Nola,IT,40.922,14.5329,56.55,74,0,6.71,clear sky
690,Nemuro,JP,43.3236,145.575,23.43,70,56,7.52,broken clouds
691,Ridgecrest,US,35.6225,-117.6709,55.26,13,0,11.99,clear sky
692,Concordia,AR,-31.393,-58.0209,87.69,35,55,8.97,broken clouds
693,Ayr,GB,55.4627,-4.6339,49.98,81,100,14.97,overcast clouds
694,Zyryanka,RU,65.75,150.85,-19.79,98,77,6.35,broken clouds
695,Saint Johnsbury,US,44.4192,-72.0151,42.85,64,0,10.36,clear sky
696,Ostrovnoy,RU,68.0531,39.5131,20.39,91,100,14.7,light snow
697,Yeniseysk,RU,58.4497,92.1703,0.99,98,93,3.18,overcast clouds
