City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
141,Bathsheba,BB,2022-02-01 05:49:41,13.2167,-59.5167,83.01,34,20,13.8
142,Provideniya,RU,2022-02-01 05:49:41,64.3833,-173.3,8.71,61,40,17.9
143,Chulman,RU,2022-02-01 05:49:41,56.8479,124.9104,-7.71,93,100,7.11
144,Esperance,AU,2022-02-01 05:49:42,-33.8667,121.9,71.44,50,50,19.08
145,Ancud,CL,2022-02-01 05:49:42,-41.8697,-73.8203,58.23,94,93,6.8
146,Verkhoyansk,RU,2022-02-01 05:49:42,67.5447,133.385,-26.14,100,99,1.28
147,Pietarsaari,FI,2022-02-01 05:49:42,63.65,22.6833,12.88,99,78,5.48
148,Richards Bay,ZA,2022-02-01 05:49:43,-28.783,32.0377,79.09,68,51,10.83
149,Bilibino,RU,2022-02-01 05:49:43,68.0546,166.4372,3.96,70,100,6.22
150,Petrivka,UA,2022-02-01 05:49:43,46.9695,30.9591,28.85,75,92,1.99
151,Miles City,US,2022-02-01 05:49:44,46.4083,-105.8406,17.51,67,40,20.71
152,Kaseda,JP,2022-02-01 05:49:44,31.4167,130.3167,49.23,71,93,20.04
153,Khatanga,RU,2022-02-01 05:49:44,71.9667,102.5,-29.9,100,16,3.89
154,Panaba,MX,2022-02-01 05:49:44,21.2833,-88.2667,60.87,85,1,9.64
155,Iqaluit,CA,2022-02-01 05:49:45,63.7506,-68.5145,-27.31,74,20,1.99
156,Sao Jose De Ribamar,BR,2022-02-01 05:49:45,-2.5619,-44.0542,80.98,84,93,12.3
157,Port Alfred,ZA,2022-02-01 05:49:45,-33.5906,26.891,79.95,76,99,3.09
158,Kasangulu,CD,2022-02-01 05:49:46,-4.5911,15.1708,72.54,92,97,1.57
159,Barabash,RU,2022-02-01 05:49:46,43.2,131.4833,19.08,43,8,6.8
160,Hailar,CN,2022-02-01 05:49:46,49.2,119.7,-5.93,91,63,5.77
161,Mahebourg,MU,2022-02-01 05:49:46,-20.4081,57.7,81.25,78,75,14.97
162,Barcarena,BR,2022-02-01 05:49:47,-1.5058,-48.6258,77.05,93,100,6.26
163,Russell,US,2022-02-01 05:49:47,32.3502,-85.1999,52.83,86,0,0.0
164,San Quintin,MX,2022-02-01 05:46:49,30.4833,-115.95,56.01,81,53,6.69
165,Lavrentiya,RU,2022-02-01 05:49:47,65.5833,-171.0,-3.3,83,20,11.41
166,Port Blair,IN,2022-02-01 05:49:47,11.6667,92.75,80.64,65,40,9.22
167,Mwinilunga,ZM,2022-02-01 05:49:48,-11.7358,24.4293,63.43,96,78,5.88
168,Norman Wells,CA,2022-02-01 05:49:48,65.282,-126.8329,1.44,78,100,13.8
169,Malatya,TR,2022-02-01 05:49:48,38.5,38.0,28.45,100,100,4.61
170,Yellowknife,CA,2022-02-01 05:49:48,62.456,-114.3525,-13.45,83,20,10.36
171,Goderich,CA,2022-02-01 05:45:06,43.7501,-81.7165,22.21,63,32,11.5
172,Maryborough,AU,2022-02-01 05:49:49,-25.5333,152.7,87.17,59,69,10.54
173,Praia Da Vitoria,PT,2022-02-01 05:49:49,38.7333,-27.0667,59.25,82,40,16.26
174,Fougamou,GA,2022-02-01 05:49:49,-1.2154,10.5838,73.24,96,62,1.05
175,Baykit,RU,2022-02-01 05:49:50,61.67,96.37,5.31,95,99,1.74
176,Chongwe,ZM,2022-02-01 05:49:50,-15.3292,28.682,67.69,90,22,4.41
177,Bud,US,2022-02-01 05:49:50,39.447,-86.1758,35.91,76,100,8.5
178,Codrington,AU,2022-02-01 05:49:50,-38.2667,141.9667,60.94,64,95,18.77
179,Aconibe,GQ,2022-02-01 05:49:51,1.2968,10.9369,67.26,95,90,2.48
180,The Pas,CA,2022-02-01 05:49:51,53.8251,-101.2541,5.02,78,100,20.71
181,Sao Simao,BR,2022-02-01 05:49:51,-21.4792,-47.5508,70.25,99,100,1.34
182,Ossora,RU,2022-02-01 05:49:51,59.2353,163.0719,18.41,93,100,10.22
183,Caruray,PH,2022-02-01 05:49:52,10.3094,119.0128,84.47,71,79,11.7
184,Martapura,ID,2022-02-01 05:49:52,-3.4167,114.85,91.49,58,40,9.22
185,Matara,LK,2022-02-01 05:49:52,5.9485,80.5353,87.55,54,28,5.41
186,Saint-Jerome,CA,2022-02-01 05:49:54,45.7804,-74.0036,6.85,77,0,3.44
187,America Dourada,BR,2022-02-01 05:49:54,-11.4553,-41.4361,66.99,88,0,4.83
188,Kiunga,PG,2022-02-01 05:49:54,-6.1219,141.2906,78.6,86,100,0.56
189,Ous,RU,2022-02-01 05:49:54,60.9058,61.5186,-1.28,98,84,2.93
190,San Pedro,PH,2022-02-01 05:49:55,14.35,121.0167,88.83,61,75,5.75
191,Hofn,IS,2022-02-01 05:49:55,64.2539,-15.2082,24.71,65,65,30.18
192,Karratha,AU,2022-02-01 05:49:55,-20.7377,116.8463,91.35,57,100,13.82
193,Jennings,US,2022-02-01 05:49:55,38.7192,-90.2604,44.62,63,75,1.01
194,Yatou,CN,2022-02-01 05:49:56,37.15,122.3833,31.95,47,43,19.01
195,Cayenne,GF,2022-02-01 05:49:56,4.9333,-52.3333,80.1,85,75,5.01
196,Ambulu,ID,2022-02-01 05:49:56,-8.345,113.6058,85.73,69,84,8.5
197,Belmonte,BR,2022-02-01 05:49:58,-15.8631,-38.8828,79.3,86,5,6.93
198,Cidreira,BR,2022-02-01 05:49:58,-30.1811,-50.2056,72.07,87,4,8.84
199,Kaitangata,NZ,2022-02-01 05:49:59,-46.2817,169.8464,62.92,87,100,5.48
200,Aksarka,RU,2022-02-01 05:49:59,66.5606,67.7975,-18.17,100,89,6.29
201,Baruun-Urt,MN,2022-02-01 05:49:59,46.6806,113.2792,3.38,74,23,10.16
202,Channel-Port Aux Basques,CA,2022-02-01 05:50:00,47.5702,-59.1367,23.07,66,100,21.05
203,Ostersund,SE,2022-02-01 05:50:00,63.1792,14.6357,7.25,92,75,10.36
204,Chippewa Falls,US,2022-02-01 05:45:02,44.9369,-91.3929,29.79,75,1,10.36
205,Muswellbrook,AU,2022-02-01 05:46:19,-32.2667,150.9,79.38,68,52,0.16
206,Yulara,AU,2022-02-01 05:50:02,-25.2406,130.9889,73.24,88,75,13.8
207,Poshekhonye,RU,2022-02-01 05:50:02,58.4993,39.1353,20.48,95,100,7.11
208,Thompson,CA,2022-02-01 05:50:02,55.7435,-97.8558,-0.24,85,100,12.66
209,Aykhal,RU,2022-02-01 05:50:04,66.0,111.5,-21.15,99,79,4.21
210,Vardo,NO,2022-02-01 05:50:04,70.3705,31.1107,21.65,84,45,8.84
211,Sitka,US,2022-02-01 05:47:54,57.0531,-135.33,33.69,86,75,9.22
212,Khilok,RU,2022-02-01 05:50:05,51.3674,110.4676,4.33,78,99,7.29
213,Kigoma,TZ,2022-02-01 05:50:05,-4.8769,29.6267,70.23,87,100,6.4
214,Oktyabrskoye,RU,2022-02-01 05:50:06,43.0645,44.7417,26.74,92,40,4.47
215,Wukari,NG,2022-02-01 05:50:06,7.85,9.7833,65.35,24,6,6.55
216,Basoko,CD,2022-02-01 05:50:06,1.2391,23.616,75.11,72,65,4.74
217,Geraldton,AU,2022-02-01 05:47:30,-28.7667,114.6,91.81,33,8,21.85
218,Beysehir,TR,2022-02-01 05:50:07,37.6773,31.7246,32.79,97,96,7.2
219,Havre-Saint-Pierre,CA,2022-02-01 05:50:07,50.2334,-63.5986,5.0,84,0,2.3
220,Black River,JM,2022-02-01 05:50:08,18.0264,-77.8487,75.2,89,5,4.83
221,Alofi,NU,2022-02-01 05:50:08,-19.0595,-169.9187,80.49,74,70,2.3
222,Asyut,EG,2022-02-01 05:50:08,27.181,31.1837,46.58,58,4,2.66
223,Virginia Beach,US,2022-02-01 05:50:09,36.8529,-75.978,37.99,81,0,9.22
224,Edmundston,CA,2022-02-01 05:50:09,47.3737,-68.3251,-2.11,75,59,0.0
225,Georgetown,MY,2022-02-01 05:50:09,5.4112,100.3354,93.13,66,20,5.01
226,Kavieng,PG,2022-02-01 05:50:10,-2.5744,150.7967,77.2,92,97,11.21
227,Jinotega,NI,2022-02-01 05:50:10,13.0917,-86.0018,55.98,93,6,4.07
228,Mount Isa,AU,2022-02-01 05:50:10,-20.7333,139.5,92.97,38,40,16.11
229,Taga,RO,2022-02-01 05:50:11,46.95,24.05,30.52,97,100,0.63
230,Indergarh,IN,2022-02-01 05:50:11,26.9352,79.6724,69.13,44,0,7.74
231,Huarmey,PE,2022-02-01 05:50:12,-10.0681,-78.1522,70.39,84,51,4.99
232,Venice,US,2022-02-01 05:48:01,27.0998,-82.4543,51.1,95,1,8.05
233,Husavik,IS,2022-02-01 05:50:12,66.0449,-17.3389,22.91,81,100,26.22
234,Katobu,ID,2022-02-01 05:50:12,-4.9408,122.5276,91.26,48,94,5.03
235,New Norfolk,AU,2022-02-01 05:50:13,-42.7826,147.0587,75.76,40,23,4.0
236,Ponta Do Sol,PT,2022-02-01 05:50:13,32.6667,-17.1,65.12,35,10,14.12
237,Vernon,CA,2022-02-01 05:50:13,50.2581,-119.2691,27.93,80,52,3.44
238,Yanam,IN,2022-02-01 05:47:30,16.7333,82.2167,79.2,36,30,2.93
239,Meridian,US,2022-02-01 05:46:18,43.6121,-116.3915,29.98,76,100,1.99
240,Ulaanbaatar,MN,2022-02-01 05:50:14,47.9077,106.8832,-2.07,65,18,2.24
241,Aksarayskiy,RU,2022-02-01 05:50:14,46.7924,48.0119,26.55,94,92,4.03
242,Antofagasta,CL,2022-02-01 05:50:15,-23.65,-70.4,63.68,84,9,0.67
243,Thaba Nchu,ZA,2022-02-01 05:50:15,-29.2093,26.839,60.58,71,95,6.76
244,Mtambile,TZ,2022-02-01 05:50:15,-5.3833,39.7,81.03,72,42,5.5
245,Missoula,US,2022-02-01 05:50:16,47.0166,-113.8009,18.0,96,90,1.9
246,Assiniboia,CA,2022-02-01 05:50:16,49.6334,-105.9845,1.22,85,100,32.21
247,Ahipara,NZ,2022-02-01 05:50:16,-35.1667,173.1667,71.6,77,100,15.14
248,Longyearbyen,SJ,2022-02-01 05:50:16,78.2186,15.6401,13.84,67,20,12.66
249,Sinazongwe,ZM,2022-02-01 05:50:17,-17.2614,27.4618,73.72,85,54,8.39
250,Saldanha,ZA,2022-02-01 05:50:17,-33.0117,17.9442,60.85,78,4,13.4
251,Semey,KZ,2022-02-01 05:50:17,50.4111,80.2275,10.62,79,0,4.47
252,Conakry,GN,2022-02-01 05:48:29,9.538,-13.6773,82.47,78,85,0.0
253,Miri,MY,2022-02-01 05:50:18,4.4148,114.0089,86.14,74,40,6.91
254,Yumen,CN,2022-02-01 05:50:18,40.2833,97.2,24.03,20,37,1.99
255,Morehead,US,2022-02-01 05:50:19,37.2711,-87.1764,39.99,67,74,7.54
256,Cabedelo,BR,2022-02-01 05:50:19,-6.9811,-34.8339,79.47,75,25,7.72
257,Kulhudhuffushi,MV,2022-02-01 05:50:19,6.6221,73.07,81.9,73,12,11.01
258,Kijang,KR,2022-02-01 05:50:20,35.2442,129.2139,46.13,36,36,20.09
259,Severo-Kurilsk,RU,2022-02-01 05:50:20,50.6789,156.125,28.17,76,100,12.95
260,San Patricio,US,2022-02-01 05:50:21,28.017,-97.5169,61.9,96,78,6.22
261,Vila Velha,BR,2022-02-01 05:50:21,-20.3297,-40.2925,75.15,95,0,7.0
262,Lorengau,PG,2022-02-01 05:50:21,-2.0226,147.2712,79.0,86,100,16.46
263,Nagar Karnul,IN,2022-02-01 05:50:22,16.4821,78.3247,83.77,23,13,2.28
264,Sao Joao Da Barra,BR,2022-02-01 05:50:22,-21.6403,-41.0511,75.13,90,100,11.03
265,Srednekolymsk,RU,2022-02-01 05:50:22,67.45,153.6833,-20.67,98,100,0.72
266,Xushan,CN,2022-02-01 05:49:19,30.1764,121.2457,42.73,90,100,4.59
267,Coquimbo,CL,2022-02-01 05:50:23,-29.9533,-71.3436,62.33,82,75,5.75
268,Lundazi,ZM,2022-02-01 05:50:23,-12.2929,33.1782,67.6,90,69,4.32
269,Haines Junction,CA,2022-02-01 05:50:24,60.7522,-137.5108,-31.05,68,50,1.14
270,Teonthar,IN,2022-02-01 05:50:24,24.9833,81.65,74.19,35,0,7.76
271,Alta Floresta,BR,2022-02-01 05:50:24,-9.8756,-56.0861,69.94,98,100,2.59
272,Thunder Bay,CA,2022-02-01 05:50:24,48.4001,-89.3168,31.98,71,100,11.5
273,Barra Do Garcas,BR,2022-02-01 05:50:26,-15.89,-52.2567,70.74,96,100,1.39
274,Albemarle,US,2022-02-01 05:50:26,35.3501,-80.2001,40.05,67,0,3.44
275,Hasaki,JP,2022-02-01 05:50:26,35.7333,140.8333,50.4,37,98,5.06
276,Itarema,BR,2022-02-01 05:50:27,-2.9248,-39.9167,75.87,83,84,8.7
277,Ketchikan,US,2022-02-01 05:50:27,55.3422,-131.6461,33.78,92,87,3.65
278,Catuday,PH,2022-02-01 05:50:27,16.2923,119.8062,83.26,56,20,7.07
279,Takoradi,GH,2022-02-01 05:50:28,4.8845,-1.7554,76.53,86,100,2.57
280,Pokhara,NP,2022-02-01 05:50:28,28.2333,83.9833,53.46,72,95,3.74
281,Kaputa,ZM,2022-02-01 05:50:28,-8.4689,29.6619,69.44,82,79,2.13
282,Buribay,RU,2022-02-01 05:50:29,51.9617,58.1592,20.14,100,96,6.31
283,Chicama,PE,2022-02-01 05:50:29,-7.8447,-79.1469,63.14,76,69,3.38
284,Tuatapere,NZ,2022-02-01 05:50:29,-46.1333,167.6833,60.82,92,100,3.44
285,Gat,IL,2022-02-01 05:50:01,31.61,34.7642,52.39,100,63,9.08
286,Lodja,CD,2022-02-01 05:50:30,-3.4833,23.4333,69.96,94,100,2.28
287,Priargunsk,RU,2022-02-01 05:50:30,50.3691,119.1012,-7.13,90,28,1.99
288,Robstown,US,2022-02-01 05:50:31,27.7903,-97.6689,61.81,99,90,3.0
289,Aklavik,CA,2022-02-01 05:50:31,68.2191,-135.0107,-6.77,98,100,2.59
290,Komsomolskiy,UZ,2022-02-01 05:50:31,40.4272,71.7189,39.92,65,22,0.0
291,Ngunguru,NZ,2022-02-01 05:50:32,-35.6167,174.5,71.17,85,89,16.02
292,Henties Bay,NA,2022-02-01 05:50:33,-22.116,14.2845,68.86,77,100,6.46
293,Vanimo,PG,2022-02-01 05:50:33,-2.6741,141.3028,80.08,80,99,6.76
294,Khasan,RU,2022-02-01 05:50:34,42.4308,130.6434,25.54,43,11,19.91
